seq_index;gene_name;score;offset;insertions;deletions;mismatches;length;5_p_align_offset;3_p_align_offset
46;Z13967|TRBV30*02|Homo sapiens|F|V-REGION|419..699|281 nt|1| | | | |281+0=281|partial in 5'| |;241;-228;{};{};{14};53;0;52
46;M13554|TRBV30*04|Homo sapiens|(F)|V-REGION|1..276|276 nt|1| | | | |276+0=276| Extended by 2 | |;241;-225;{};{};{14};53;0;52
47;U66061|TRBV30*01|Homo sapiens|F|V-REGION|214317..214600|284 nt|1| | | | |284+0=284| |rev-compl|;265;-228;{};{};{54,55};54;0;53
47;Z13967|TRBV30*02|Homo sapiens|F|V-REGION|419..699|281 nt|1| | | | |281+0=281|partial in 5'| |;246;-225;{};{};{17,54,55};54;0;53
47;M13554|TRBV30*04|Homo sapiens|(F)|V-REGION|1..276|276 nt|1| | | | |276+0=276| Extended by 2 | |;246;-222;{};{};{17,54,55};54;0;53
48;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;231;-234;{};{};{30,51,52,53,54};51;0;50
48;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;212;-234;{};{};{12,19,51,52,53,54,55};51;0;50
48;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;193;-234;{};{};{12,19,21,51,52,53,54,55};51;0;50
48;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;193;-234;{};{};{5,12,19,51,52,53,54,55};51;0;50
48;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;250;-234;{};{};{51,52,53,54,55};51;0;50
48;X06936|TRBV12-2*01|Homo sapiens|P|V-REGION|391..677|287 nt|1| | | | |287+0=287|partial in 5'| |;158;-231;{};{};{16,17,36,44,47,48,51,52,53,54};44;0;43
48;X07192|TRBV12-3*01|Homo sapiens|F|V-REGION|426..715|290 nt|1| | | | |290+0=290| | |;55;-234;{};{};{8,9,14,16,17,18,26,29,35,36,50,51,52,53,54};50;0;49
48;K02546|TRBV12-4*01|Homo sapiens|F|V-REGION|158..447|290 nt|1| | | | |290+0=290| | |;55;-234;{};{};{8,9,14,16,17,18,26,29,35,36,50,51,52,53,54};50;0;49
48;M14264|TRBV12-4*02|Homo sapiens|(F)|V-REGION|58..345|288 nt|1| | | | |288+0=288| | |;55;-234;{};{};{8,9,14,16,17,18,26,29,35,36,50,51,52,53,54};50;0;49
48;X06154|TRBV14*01|Homo sapiens|F|V-REGION|283..572|290 nt|1| | | | |290+0=290| | |;65;-234;{};{};{0,2,14,17,19,23,26,28,29,32,36,52,53,54,55};52;0;51
48;L26231|TRBV16*01|Homo sapiens|F|V-REGION|419..708|290 nt|1| | | | |290+0=290| | |;65;-234;{};{};{6,9,11,12,19,23,26,29,36,38,52,53,54};52;0;51
48;U03115|TRBV17*01|Homo sapiens|ORF|V-REGION|72572..72858|287 nt|1| | | | |287+0=287| | |;81;-234;{};{};{5,8,16,17,18,26,40,41,42,43,44,48,50,51,52};40;0;39
48;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;98;-234;{};{};{0,7,8,9,12,16,17,25,29,51,53,54};51;0;50
48;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;117;-234;{};{};{7,8,9,12,16,17,19,51,52,53,54};51;0;50
48;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;117;-234;{};{};{7,8,9,12,16,17,19,51,52,53,54};51;0;50
48;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;98;-231;{};{};{7,8,9,12,16,17,19,42,51,52,53,54};51;0;50
48;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;117;-234;{};{};{7,8,9,12,16,17,19,51,52,53,54};51;0;50
48;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;136;-234;{};{};{7,8,9,16,17,26,51,52,53};51;0;50
48;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;117;-234;{};{};{7,8,9,16,17,26,39,51,52,53};51;0;50
48;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;98;-234;{};{};{7,8,9,16,17,26,31,39,51,52,53};51;0;50
48;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;136;-234;{};{};{7,8,9,16,17,26,51,52,53};51;0;50
48;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;117;-234;{};{};{7,8,9,16,17,26,29,51,52,53,54};51;0;50
48;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;98;-234;{};{};{7,8,9,16,17,18,30,37,51,52,53,54};51;0;50
48;L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;60;-234;{};{};{2,7,8,9,16,17,18,26,30,37,51,52,53,54};51;0;50
48;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;98;-234;{};{};{7,8,9,12,16,17,19,26,51,52,53,54};51;0;50
48;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;79;-234;{};{};{7,8,9,12,15,16,17,19,26,51,52,53,54};51;0;50
48;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;136;-234;{};{};{7,8,9,16,17,30,51,52,53,54};51;0;50
48;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;136;-234;{};{};{7,8,9,16,17,30,51,52,53,54};51;0;50
48;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;136;-234;{};{};{7,8,9,16,17,30,51,52,53,54};51;0;50
48;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;136;-234;{};{};{7,8,9,16,17,30,51,52,53,54};51;0;50
48;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;117;-150;{};{};{7,8,9,15,16,17,30,51,52,53,54};51;0;50
49;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;55;-234;{};{};{4,6,8,9,12,17,19,26,35,36,50,51,52,53,54,55};50;0;49
49;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;74;-234;{};{};{4,6,8,9,17,26,30,35,36,50,51,52,53,54,55};50;0;49
49;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;55;-234;{};{};{4,6,8,9,17,21,26,30,35,36,50,51,52,53,54,55};50;0;49
49;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;55;-234;{};{};{4,5,6,8,9,17,26,30,35,36,50,51,52,53,54,55};50;0;49
49;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;74;-231;{};{};{2,3,5,9,10,11,12,19,30,50,51,52,53,54,55};50;0;49
49;L26231|TRBV16*01|Homo sapiens|F|V-REGION|419..708|290 nt|1| | | | |290+0=290| | |;55;-234;{};{};{4,6,8,11,17,23,29,30,35,38,50,51,53,55};50;0;49
49;U66059|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;260;-234;{};{};{53,54,55};53;0;52
49;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;260;-234;{};{};{53,54,55};53;0;52
49;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;74;-234;{};{};{4,6,7,12,16,26,30,35,36,50,51,52,53,54,55};50;0;49
49;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;74;-234;{};{};{4,6,7,12,16,26,30,35,36,50,51,52,53,54,55};50;0;49
49;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;55;-231;{};{};{4,6,7,12,16,26,30,35,36,42,50,51,52,53,54,55};50;0;49
49;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;74;-234;{};{};{4,6,7,12,16,26,30,35,36,50,51,52,53,54,55};50;0;49
49;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;74;-234;{};{};{4,6,7,12,16,19,30,35,36,50,51,52,53,54,55};50;0;49
49;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;55;-234;{};{};{4,6,7,12,16,19,30,35,36,39,50,51,52,53,54,55};50;0;49
49;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;55;-234;{};{};{4,6,7,12,16,19,26,30,35,36,50,51,52,53,54,55};50;0;49
49;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;55;-234;{};{};{4,6,7,12,16,19,29,30,35,36,50,51,52,53,54,55};50;0;49
49;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;74;-234;{};{};{4,6,7,12,16,26,30,35,36,50,51,52,53,54,55};50;0;49
49;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;55;-234;{};{};{4,6,7,12,15,16,26,30,35,36,50,51,52,53,54,55};50;0;49
49;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;74;-234;{};{};{4,6,7,12,16,19,26,35,36,50,51,52,53,54,55};50;0;49
49;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;74;-234;{};{};{4,6,7,12,16,19,26,35,36,50,51,52,53,54,55};50;0;49
49;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;74;-234;{};{};{4,6,7,12,16,19,26,35,36,50,51,52,53,54,55};50;0;49
49;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;74;-234;{};{};{4,6,7,12,16,19,26,35,36,50,51,52,53,54,55};50;0;49
49;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;55;-150;{};{};{4,6,7,12,15,16,19,26,35,36,50,51,52,53,54,55};50;0;49
50;M11955|TRBV20-1*01|Homo sapiens|F|V-REGION|427..719|293 nt|1| | | | |293+0=293| | |;200;-246;{};{};{41,42,43,44,45,46};41;0;40
51;L36092|TRBV19*01|Homo sapiens|F|V-REGION|453995..454281|287 nt|1| | | | |287+0=287| | |;210;-240;{};{};{43,45,46};43;0;42
52;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;101;-243;{};{};{0,1,2,8,10,11,21,44,45,46};44;0;43
52;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;101;-243;{};{};{0,1,2,3,8,11,21,44,45};44;0;43
52;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;82;-243;{};{};{0,1,2,3,8,11,12,21,44,45};44;0;43
52;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;101;-243;{};{};{0,1,2,3,8,11,21,44,45};44;0;43
52;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;101;-243;{};{};{0,1,2,8,10,11,21,44,45};44;0;43
52;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;120;-240;{};{};{10,11,17,26,27,44,45,46};44;0;43
52;U07977|TRBV3-1*01|Homo sapiens|F|V-REGION|5651..5934|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;72;-237;{};{};{0,8,10,11,17,20,21,27,42,43,44,45};42;0;41
52;L06889|TRBV3-1*02|Homo sapiens|(F)|V-REGION|58..336|279 nt|1| | | | |279+0=279| Extended by 8 | |;72;-240;{};{};{0,8,10,11,17,20,21,27,42,43,44,45};42;0;41
52;U66059|TRBV3-2*01|Homo sapiens|P|V-REGION|152052..152338|287 nt|1| | | | |287+0=287| | |;72;-240;{};{};{0,8,10,11,17,20,21,27,42,43,44,45};42;0;41
52;U07978|TRBV3-2*02|Homo sapiens|P|V-REGION|17502..17787|286 nt|1| | | | |286+0=286| Extended by 1 | |;72;-240;{};{};{0,8,10,11,17,20,21,27,42,43,44,45};42;0;41
52;U07977|TRBV4-1*01|Homo sapiens|F|V-REGION|10271..10554|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;91;-237;{};{};{0,3,7,8,11,17,32,42,43,44,45};42;0;41
52;U07975|TRBV4-2*01|Homo sapiens|F|V-REGION|480..763|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;129;-237;{};{};{0,3,7,8,11,42,43,44,45};42;0;41
52;U07978|TRBV4-3*01|Homo sapiens|F|V-REGION|20943..21226|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;110;-237;{};{};{0,3,7,8,11,32,42,43,44,45};42;0;41
52;X58812|TRBV4-3*02|Homo sapiens|(F)|V-REGION|73..354|282 nt|1| | | | |282+0=282| Extended by 5 | |;110;-240;{};{};{0,3,7,8,11,32,42,43,44,45};42;0;41
52;U66059|TRBV5-1*01|Homo sapiens|F|V-REGION|113806..114091|286 nt|1| | | | |286+0=286| | |;120;-240;{};{};{10,11,23,29,32,44,45};44;0;43
52;X61439|TRBV5-3*01|Homo sapiens|ORF|V-REGION|417..702|286 nt|1| | | | |286+0=286| | |;158;-240;{};{};{10,11,38,44,45};44;0;43
52;AF009660|TRBV5-3*02|Homo sapiens|ORF|V-REGION|44205..44490|286 nt|1| | | | |286+0=286| | |;158;-240;{};{};{10,11,38,44,45};44;0;43
52;L36092|TRBV5-4*01|Homo sapiens|F|V-REGION|278005..278290|286 nt|1| | | | |286+0=286| | |;215;-240;{};{};{44,45};44;0;43
52;X57615|TRBV5-4*02|Homo sapiens|(F)|V-REGION|65..346|282 nt|1| | | | |282+0=282| Extended by 4 | |;215;-240;{};{};{44,45};44;0;43
52;L36092|TRBV5-5*01|Homo sapiens|F|V-REGION|297450..297735|286 nt|1| | | | |286+0=286| | |;139;-240;{};{};{3,4,10,11,44,45};44;0;43
52;L36092|TRBV5-6*01|Homo sapiens|F|V-REGION|314963..315248|286 nt|1| | | | |286+0=286| | |;120;-240;{};{};{3,4,10,11,23,44,45};44;0;43
52;L36092|TRBV5-7*01|Homo sapiens|ORF|V-REGION|334981..335266|286 nt|1| | | | |286+0=286| | |;101;-240;{};{};{3,4,8,10,11,23,44,45};44;0;43
52;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;196;-240;{};{};{11,44,45};44;0;43
52;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;101;-243;{};{};{0,1,2,3,7,11,21,44,45,46};44;0;43
52;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;101;-243;{};{};{0,1,2,3,7,11,21,44,45,46};44;0;43
52;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;82;-240;{};{};{0,1,2,3,7,11,21,33,44,45,46};44;0;43
52;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;101;-243;{};{};{0,1,2,3,7,11,21,44,45,46};44;0;43
52;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;82;-243;{};{};{0,1,2,7,10,11,17,21,44,45,46};44;0;43
52;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;63;-243;{};{};{0,1,2,7,10,11,17,21,30,44,45,46};44;0;43
52;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;82;-243;{};{};{0,1,2,7,10,11,17,21,44,45,46};44;0;43
52;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;63;-243;{};{};{0,1,2,7,10,11,17,20,21,44,45,46};44;0;43
52;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;63;-243;{};{};{0,1,2,7,9,10,11,21,28,44,45,46};44;0;43
52;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;82;-243;{};{};{0,1,2,3,7,11,17,21,44,45,46};44;0;43
52;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;63;-243;{};{};{0,1,2,3,6,7,11,17,21,44,45,46};44;0;43
52;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;101;-243;{};{};{0,1,2,7,10,11,21,44,45,46};44;0;43
52;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;101;-243;{};{};{0,1,2,7,10,11,21,44,45,46};44;0;43
52;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;101;-243;{};{};{0,1,2,7,10,11,21,44,45,46};44;0;43
52;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;101;-243;{};{};{0,1,2,7,10,11,21,44,45,46};44;0;43
52;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;82;-159;{};{};{0,1,2,6,7,10,11,21,44,45,46};44;0;43
52;U66059|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;91;-240;{};{};{0,10,11,17,20,21,27,42,44,45};42;0;41
53;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;64;-240;{};{};{0,2,3,4,5,6,7,11,24,26,48,49};48;0;47
53;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;64;-240;{};{};{0,2,3,4,5,6,7,11,24,26,48,49};48;0;47
53;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;121;-237;{};{};{0,6,7,20,26,29,30,48,49};48;0;47
53;U07975|TRBV4-2*01|Homo sapiens|F|V-REGION|480..763|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;68;-234;{};{};{0,3,6,7,10,11,13,14,26,45,46,48,49};45;0;44
53;U66059|TRBV5-1*01|Homo sapiens|F|V-REGION|113806..114091|286 nt|1| | | | |286+0=286| | |;135;-237;{};{};{0,6,7,26,32,35,47,48};47;0;46
53;X61439|TRBV5-3*01|Homo sapiens|ORF|V-REGION|417..702|286 nt|1| | | | |286+0=286| | |;154;-237;{};{};{6,7,26,41,47,48};47;0;46
53;AF009660|TRBV5-3*02|Homo sapiens|ORF|V-REGION|44205..44490|286 nt|1| | | | |286+0=286| | |;154;-237;{};{};{6,7,26,41,47,48};47;0;46
53;L36092|TRBV5-4*01|Homo sapiens|F|V-REGION|278005..278290|286 nt|1| | | | |286+0=286| | |;135;-237;{};{};{6,7,13,14,26,47,48};47;0;46
53;X57615|TRBV5-4*02|Homo sapiens|(F)|V-REGION|65..346|282 nt|1| | | | |282+0=282| Extended by 4 | |;135;-237;{};{};{6,7,13,14,26,47,48};47;0;46
53;L36092|TRBV5-5*01|Homo sapiens|F|V-REGION|297450..297735|286 nt|1| | | | |286+0=286| | |;211;-237;{};{};{26,47,48};47;0;46
53;L36092|TRBV5-6*01|Homo sapiens|F|V-REGION|314963..315248|286 nt|1| | | | |286+0=286| | |;230;-237;{};{};{47,48};47;0;46
53;L36092|TRBV5-7*01|Homo sapiens|ORF|V-REGION|334981..335266|286 nt|1| | | | |286+0=286| | |;211;-237;{};{};{11,47,48};47;0;46
53;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;154;-237;{};{};{6,7,13,26,47,48};47;0;46
53;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;64;-240;{};{};{0,1,3,4,5,7,10,13,24,26,48,49};48;0;47
53;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;64;-240;{};{};{0,1,3,4,5,6,7,10,24,26,48,49};48;0;47
53;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;64;-240;{};{};{0,1,3,4,5,6,7,10,24,26,48,49};48;0;47
53;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;64;-240;{};{};{0,1,3,4,5,6,7,10,24,26,48,49};48;0;47
53;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;64;-240;{};{};{0,1,3,4,5,6,7,10,24,26,48,49};48;0;47
54;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;223;-228;{};{};{18,25,36,57,58,60};57;0;56
54;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;280;-228;{};{};{57,58,60,61};57;0;56
54;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;261;-228;{};{};{27,57,58,60,61};57;0;56
54;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;261;-228;{};{};{11,57,58,60,61};57;0;56
54;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;242;-228;{};{};{18,25,57,58,60,61};57;0;56
54;X06936|TRBV12-2*01|Homo sapiens|P|V-REGION|391..677|287 nt|1| | | | |287+0=287|partial in 5'| |;131;-225;{};{};{2,18,22,23,25,42,50,53,54,57,58,60};50;0;49
54;X06154|TRBV14*01|Homo sapiens|F|V-REGION|283..572|290 nt|1| | | | |290+0=290| | |;52;-228;{};{};{2,6,8,18,20,23,29,32,34,35,38,42,57,58,60,61};57;0;56
54;L26231|TRBV16*01|Homo sapiens|F|V-REGION|419..708|290 nt|1| | | | |290+0=290| | |;90;-228;{};{};{2,3,12,15,17,29,32,35,42,44,57,58,60};57;0;56
54;U03115|TRBV17*01|Homo sapiens|ORF|V-REGION|72572..72858|287 nt|1| | | | |287+0=287| | |;54;-228;{};{};{2,11,14,18,22,23,24,25,32,46,47,48,49,50,54,56,58};46;0;45
54;U66059|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;85;-228;{};{};{2,10,12,14,15,23,32,36,41,42,56,58,60};56;0;55
54;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;85;-228;{};{};{2,10,12,14,15,23,32,36,41,42,56,58,60};56;0;55
54;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;71;-228;{};{};{2,6,13,14,15,18,22,23,25,31,35,57,60};57;0;56
54;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;128;-228;{};{};{2,4,13,14,15,18,22,23,57,58,60};57;0;56
54;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;128;-228;{};{};{2,4,13,14,15,18,22,23,57,58,60};57;0;56
54;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;109;-225;{};{};{2,4,13,14,15,18,22,23,48,57,58,60};57;0;56
54;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;128;-228;{};{};{2,4,13,14,15,18,22,23,57,58,60};57;0;56
54;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;109;-228;{};{};{2,13,14,15,18,22,23,25,32,57,58,60};57;0;56
54;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;90;-228;{};{};{2,13,14,15,18,22,23,25,32,45,57,58,60};57;0;56
54;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;71;-228;{};{};{2,13,14,15,18,22,23,25,32,37,45,57,58,60};57;0;56
54;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;109;-228;{};{};{2,13,14,15,18,22,23,25,32,57,58,60};57;0;56
54;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;90;-228;{};{};{2,13,14,15,18,22,23,25,32,35,57,58,60};57;0;56
54;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;52;-228;{};{};{2,4,13,14,15,18,22,23,24,25,36,43,57,58,60};57;0;56
54;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;128;-228;{};{};{2,13,14,15,18,22,23,32,57,58,60};57;0;56
54;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;109;-228;{};{};{2,13,14,15,18,21,22,23,32,57,58,60};57;0;56
